Origin,Dest,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
OMA,MDW,Southwest Airlines Co.,1658,1030,2095,0,5159,9942
OMA,MKE,Skywest Airlines Inc.,1314,532,164,0,374,2384
OMA,ORD,American Eagle Airlines Inc.,3480,164,10272,0,11543,25459
OMA,ORD,Skywest Airlines Inc.,228,590,7642,0,2660,11120
OMA,ORD,United Air Lines Inc.,817,86,5833,0,5477,12213
OMA,PHX,Southwest Airlines Co.,921,99,540,9,4528,6097
OMA,PHX,US Airways Inc.,1078,253,166,0,685,2182
OMA,SLC,Skywest Airlines Inc.,501,230,38,0,941,1710
OMA,STL,Southwest Airlines Co.,814,213,263,0,1942,3232
OME,ANC,Alaska Airlines Inc.,111,214,45,119,1328,1817
OME,OTZ,Alaska Airlines Inc.,127,8,77,0,984,1196
